Fecha,Pozo,Tipo,Valor
28/10/2011,CL-11,HEAD,2298.341
29/11/2011,CL-11,HEAD,2298.381
28/12/2011,CL-11,HEAD,2298.431
30/01/2012,CL-11,HEAD,2298.441
28/02/2012,CL-11,HEAD,2298.391
29/03/2012,CL-11,HEAD,2298.431
30/04/2012,CL-11,HEAD,2298.471
29/05/2012,CL-11,HEAD,2298.551
30/06/2012,CL-11,HEAD,2298.481
30/07/2012,CL-11,HEAD,2298.461
30/08/2012,CL-11,HEAD,2298.621
30/09/2012,CL-11,HEAD,2298.751
31/10/2012,CL-11,HEAD,2298.701
30/11/2012,CL-11,HEAD,2298.691
31/12/2012,CL-11,HEAD,2298.621
30/01/2013,CL-11,HEAD,2298.611
28/02/2013,CL-11,HEAD,2298.681
30/03/2013,CL-11,HEAD,2298.681
30/04/2013,CL-11,HEAD,2298.491
30/05/2013,CL-11,HEAD,2298.421
29/06/2013,CL-11,HEAD,2299.171
30/07/2013,CL-11,HEAD,2299.221
30/08/2013,CL-11,HEAD,2298.951
30/09/2013,CL-11,HEAD,2298.771
31/10/2013,CL-11,HEAD,2298.701
01/11/2013,CL-11,HEAD,2298.361
01/12/2013,CL-11,HEAD,2298.331
30/01/2014,CL-11,HEAD,2298.321
23/02/2014,CL-11,HEAD,2298.511
28/03/2014,CL-11,HEAD,2298.161
28/04/2014,CL-11,HEAD,2298.141
30/05/2014,CL-11,HEAD,2298.081
29/06/2014,CL-11,HEAD,2298.021
01/07/2014,CL-11,HEAD,2297.941
01/08/2014,CL-11,HEAD,2297.891
01/09/2014,CL-11,HEAD,2297.831
01/10/2014,CL-11,HEAD,2297.811
01/11/2014,CL-11,HEAD,2297.761
01/12/2014,CL-11,HEAD,2297.761
01/01/2015,CL-11,HEAD,2297.491
01/02/2015,CL-11,HEAD,2297.471
01/03/2015,CL-11,HEAD,2297.641
01/04/2015,CL-11,HEAD,2297.831
01/05/2015,CL-11,HEAD,2297.831
01/06/2015,CL-11,HEAD,2297.811
01/07/2015,CL-11,HEAD,2297.751
01/08/2015,CL-11,HEAD,2297.741
01/09/2015,CL-11,HEAD,2297.751
01/10/2015,CL-11,HEAD,2297.521
01/11/2015,CL-11,HEAD,2297.541
01/12/2015,CL-11,HEAD,2297.411
01/01/2016,CL-11,HEAD,2297.311
01/02/2016,CL-11,HEAD,2297.251
01/03/2016,CL-11,HEAD,2297.231
20/05/2016,CL-11,HEAD,2297.053
08/06/2016,CL-11,HEAD,2297.03
07/07/2016,CL-11,HEAD,2297.003
15/08/2016,CL-11,HEAD,2296.983
25/09/2016,CL-11,HEAD,2297.092
26/10/2016,CL-11,HEAD,2297.259
04/11/2016,CL-11,HEAD,2297.175
08/12/2016,CL-11,HEAD,2297.002
19/01/2017,CL-11,HEAD,2296.945
01/02/2017,CL-11,HEAD,2296.946
01/03/2017,CL-11,HEAD,2297.129
03/04/2017,CL-11,HEAD,2297.201
08/05/2017,CL-11,HEAD,2296.996
02/06/2017,CL-11,HEAD,2296.939
01/07/2017,CL-11,HEAD,2297.026
10/08/2017,CL-11,HEAD,2296.902
23/09/2017,CL-11,HEAD,2296.791
04/10/2017,CL-11,HEAD,2296.725
01/11/2017,CL-11,HEAD,2296.597
12/12/2017,CL-11,HEAD,2296.486
01/01/2018,CL-11,HEAD,2296.43
20/02/2018,CL-11,HEAD,2296.36
09/03/2018,CL-11,HEAD,2296.326
20/04/2018,CL-11,HEAD,2296.213
09/05/2018,CL-11,HEAD,2296.013
01/06/2018,CL-11,HEAD,2295.876
01/07/2018,CL-11,HEAD,2295.729
17/07/2018,CL-11,HEAD,2295.655
08/08/2018,CL-11,HEAD,2295.49
28/08/2018,CL-11,HEAD,2295.255
07/09/2018,CL-11,HEAD,2294.978
22/09/2018,CL-11,HEAD,2294.696
18/10/2018,CL-11,HEAD,2294.144
16/11/2018,CL-11,HEAD,2293.901
16/12/2018,CL-11,HEAD,2293.682
23/01/2019,CL-11,HEAD,2293.516
05/02/2019,CL-11,HEAD,2293.392
24/02/2019,CL-11,HEAD,2293.24
11/03/2019,CL-11,HEAD,2293.338
25/03/2019,CL-11,HEAD,2293.341
11/04/2019,CL-11,HEAD,2293.734
23/04/2019,CL-11,HEAD,2293.722
06/05/2019,CL-11,HEAD,2293.762
05/06/2019,CL-11,HEAD,2294.03
02/07/2019,CL-11,HEAD,2293.681
11/08/2019,CL-11,HEAD,2293.282
06/09/2019,CL-11,HEAD,2292.048
02/10/2019,CL-11,HEAD,2292.91
01/11/2019,CL-11,HEAD,2293.099
08/12/2019,CL-11,HEAD,2292.971
05/01/2020,CL-11,HEAD,2292.971
01/02/2020,CL-11,HEAD,2292.971
01/03/2020,CL-11,HEAD,2292.971
01/04/2020,CL-11,HEAD,2292.669
06/05/2020,CL-11,HEAD,2292.426
02/06/2020,CL-11,HEAD,2292.604
01/07/2020,CL-11,HEAD,2292.648
06/08/2020,CL-11,HEAD,2292.475
21/08/2020,CL-11,HEAD,2292.507
03/09/2020,CL-11,HEAD,2292.672
19/09/2020,CL-11,HEAD,2292.869
03/10/2020,CL-11,HEAD,2292.614
20/10/2020,CL-11,HEAD,2292.7
10/11/2020,CL-11,HEAD,2292.564
25/12/2020,CL-11,HEAD,2292.625
10/01/2021,CL-11,HEAD,2292.415
28/01/2021,CL-11,HEAD,2292.374
09/02/2021,CL-11,HEAD,2292.129
26/02/2021,CL-11,HEAD,2291.992
10/03/2021,CL-11,HEAD,2291.91
24/03/2021,CL-11,HEAD,2291.747
01/04/2021,CL-11,HEAD,2291.665
26/04/2021,CL-11,HEAD,2291.657
26/05/2021,CL-11,HEAD,2291.641
27/06/2021,CL-11,HEAD,2292.981
01/07/2021,CL-11,HEAD,2293.049
19/07/2021,CL-11,HEAD,2291.703
01/08/2021,CL-11,HEAD,2291.554
28/09/2021,CL-11,HEAD,2291.493
05/10/2021,CL-11,HEAD,2291.434
21/11/2021,CL-11,HEAD,2290.91
07/12/2021,CL-11,HEAD,2290.78
01/01/2022,CL-11,HEAD,2290.618
02/02/2022,CL-11,HEAD,2290.476
19/02/2022,CL-11,HEAD,2290.336
11/03/2022,CL-11,HEAD,2290.246
31/03/2022,CL-11,HEAD,2292.223
05/04/2022,CL-11,HEAD,2292.332
24/04/2022,CL-11,HEAD,2292.524
29/05/2022,CL-11,HEAD,2292.666
24/06/2022,CL-11,HEAD,2290.628
30/07/2022,CL-11,HEAD,2290.454
26/08/2022,CL-11,HEAD,2289.973
11/09/2022,CL-11,HEAD,2290.932
26/10/2022,CL-11,HEAD,2290.178
27/11/2022,CL-11,HEAD,2289.627
14/12/2022,CL-11,HEAD,2289.142
20/01/2023,CL-11,HEAD,2288.201
09/02/2023,CL-11,HEAD,2288.836
22/02/2023,CL-11,HEAD,2288.153
12/03/2023,CL-11,HEAD,2288.049
28/03/2023,CL-11,HEAD,2287.719
05/04/2023,CL-11,HEAD,2287.601
16/04/2023,CL-11,HEAD,2287.447
07/05/2023,CL-11,HEAD,2287.212
16/05/2023,CL-11,HEAD,2287.440
16/06/2023,CL-11,HEAD,2287.026
13/07/2023,CL-11,HEAD,2287.633
05/08/2023,CL-11,HEAD,2288.264
24/09/2023,CL-11,HEAD,2287.046
07/10/2023,CL-11,HEAD,2286.783
22/10/2023,CL-11,HEAD,2286.625
05/11/2023,CL-11,HEAD,2286.483
18/11/2023,CL-11,HEAD,2286.395
03/12/2023,CL-11,HEAD,2286.319
30/12/2023,CL-11,HEAD,2286.237
08/01/2024,CL-11,HEAD,2286.206
18/01/2024,CL-11,HEAD,2286.184
07/02/2024,CL-11,HEAD,2286.131
17/02/2024,CL-11,HEAD,2286.079
09/03/2024,CL-11,HEAD,2286.033
08/04/2024,CL-11,HEAD,2285.969
03/05/2024,CL-11,HEAD,2285.938
23/06/2024,CL-11,HEAD,2285.689
10/07/2024,CL-11,HEAD,2285.671
01/08/2024,CL-11,HEAD,2285.444
16/08/2024,CL-11,HEAD,2285.259
08/09/2024,CL-11,HEAD,2285.005
20/09/2024,CL-11,HEAD,2284.937
06/10/2024,CL-11,HEAD,2284.818
27/10/2024,CL-11,HEAD,2284.707
03/11/2024,CL-11,HEAD,2284.69
07/12/2024,CL-11,HEAD,2284.67
21/12/2024,CL-11,HEAD,2284.705
02/05/1985,CL-12,HEAD,2298.532
09/05/1985,CL-12,HEAD,2298.562
16/05/1985,CL-12,HEAD,2298.542
23/05/1985,CL-12,HEAD,2298.562
30/05/1985,CL-12,HEAD,2298.602
04/07/1985,CL-12,HEAD,2298.702
11/07/1985,CL-12,HEAD,2298.732
18/07/1985,CL-12,HEAD,2298.722
25/07/1985,CL-12,HEAD,2298.712
01/08/1985,CL-12,HEAD,2298.662
08/08/1985,CL-12,HEAD,2298.682
15/08/1985,CL-12,HEAD,2298.692
22/08/1985,CL-12,HEAD,2298.702
29/08/1985,CL-12,HEAD,2298.692
05/09/1985,CL-12,HEAD,2298.672
12/09/1985,CL-12,HEAD,2298.652
17/09/1985,CL-12,HEAD,2298.612
26/09/1985,CL-12,HEAD,2298.612
03/10/1985,CL-12,HEAD,2298.592
10/10/1985,CL-12,HEAD,2298.592
17/10/1985,CL-12,HEAD,2297.602
24/10/1985,CL-12,HEAD,2297.432
31/10/1985,CL-12,HEAD,2297.442
07/11/1985,CL-12,HEAD,2297.322
14/11/1985,CL-12,HEAD,2297.562
21/11/1985,CL-12,HEAD,2297.262
28/11/1985,CL-12,HEAD,2297.112
05/12/1985,CL-12,HEAD,2298.222
12/12/1985,CL-12,HEAD,2298.292
19/12/1985,CL-12,HEAD,2298.342
26/12/1985,CL-12,HEAD,2298.362
02/01/1986,CL-12,HEAD,2298.402
09/01/1986,CL-12,HEAD,2298.392
16/01/1986,CL-12,HEAD,2298.402
23/01/1986,CL-12,HEAD,2298.402
30/01/1986,CL-12,HEAD,2298.442
06/02/1986,CL-12,HEAD,2298.422
13/02/1986,CL-12,HEAD,2298.392
20/02/1986,CL-12,HEAD,2298.392
06/03/1986,CL-12,HEAD,2298.302
13/03/1986,CL-12,HEAD,2298.312
20/03/1986,CL-12,HEAD,2298.352
03/04/1986,CL-12,HEAD,2298.482
09/04/1986,CL-12,HEAD,2298.492
17/04/1986,CL-12,HEAD,2298.392
24/04/1986,CL-12,HEAD,2298.392
01/05/1986,CL-12,HEAD,2298.472
08/05/1986,CL-12,HEAD,2298.492
15/05/1986,CL-12,HEAD,2298.522
22/05/1986,CL-12,HEAD,2298.542
29/05/1986,CL-12,HEAD,2298.552
05/06/1986,CL-12,HEAD,2298.582
12/06/1986,CL-12,HEAD,2298.592
18/06/1986,CL-12,HEAD,2298.612
26/06/1986,CL-12,HEAD,2298.642
03/07/1986,CL-12,HEAD,2298.622
10/07/1986,CL-12,HEAD,2298.632
17/07/1986,CL-12,HEAD,2298.652
24/07/1986,CL-12,HEAD,2298.682
31/07/1986,CL-12,HEAD,2298.582
07/08/1986,CL-12,HEAD,2298.702
14/08/1986,CL-12,HEAD,2298.582
21/08/1986,CL-12,HEAD,2298.702
28/08/1986,CL-12,HEAD,2298.722
04/09/1986,CL-12,HEAD,2298.672
11/09/1986,CL-12,HEAD,2298.722
18/09/1986,CL-12,HEAD,2298.742
25/09/1986,CL-12,HEAD,2298.782
02/10/1986,CL-12,HEAD,2298.782
09/10/1986,CL-12,HEAD,2298.822
16/10/1986,CL-12,HEAD,2298.832
23/10/1986,CL-12,HEAD,2298.792
06/11/1986,CL-12,HEAD,2298.662
13/11/1986,CL-12,HEAD,2298.712
20/11/1986,CL-12,HEAD,2298.712
25/11/1986,CL-12,HEAD,2297.542
27/11/1986,CL-12,HEAD,2298.702
04/12/1986,CL-12,HEAD,2298.702
11/12/1986,CL-12,HEAD,2298.682
18/12/1986,CL-12,HEAD,2298.892
01/01/1987,CL-12,HEAD,2298.672
08/01/1987,CL-12,HEAD,2297.502
15/01/1987,CL-12,HEAD,2297.662
22/01/1987,CL-12,HEAD,2297.662
29/01/1987,CL-12,HEAD,2297.622
05/02/1987,CL-12,HEAD,2297.552
12/02/1987,CL-12,HEAD,2297.602
19/02/1987,CL-12,HEAD,2297.042
26/02/1987,CL-12,HEAD,2297.692
05/03/1987,CL-12,HEAD,2298.272
12/03/1987,CL-12,HEAD,2298.332
19/03/1987,CL-12,HEAD,2298.242
26/03/1987,CL-12,HEAD,2297.982
03/04/1987,CL-12,HEAD,2297.852
09/04/1987,CL-12,HEAD,2298.362
16/04/1987,CL-12,HEAD,2298.472
23/04/1987,CL-12,HEAD,2298.222
30/04/1987,CL-12,HEAD,2298.552
07/05/1987,CL-12,HEAD,2298.612
14/05/1987,CL-12,HEAD,2298.632
21/05/1987,CL-12,HEAD,2298.642
28/05/1987,CL-12,HEAD,2298.642
04/06/1987,CL-12,HEAD,2298.392
11/06/1987,CL-12,HEAD,2298.452
18/06/1987,CL-12,HEAD,2298.562
25/06/1987,CL-12,HEAD,2298.622
02/07/1987,CL-12,HEAD,2298.652
09/07/1987,CL-12,HEAD,2298.682
16/07/1987,CL-12,HEAD,2298.692
23/07/1987,CL-12,HEAD,2298.162
30/07/1987,CL-12,HEAD,2298.242
07/08/1987,CL-12,HEAD,2298.452
14/08/1987,CL-12,HEAD,2298.162
21/08/1987,CL-12,HEAD,2298.382
27/08/1987,CL-12,HEAD,2298.142
03/09/1987,CL-12,HEAD,2298.532
10/09/1987,CL-12,HEAD,2298.572
17/09/1987,CL-12,HEAD,2298.542
24/09/1987,CL-12,HEAD,2298.552
02/10/1987,CL-12,HEAD,2298.482
16/10/1987,CL-12,HEAD,2297.502
29/10/1987,CL-12,HEAD,2297.262
05/11/1987,CL-12,HEAD,2297.342
12/11/1987,CL-12,HEAD,2297.162
19/11/1987,CL-12,HEAD,2297.182
27/11/1987,CL-12,HEAD,2297.062
03/12/1987,CL-12,HEAD,2298.622
10/12/1987,CL-12,HEAD,2297.032
17/12/1987,CL-12,HEAD,2296.972
21/12/1987,CL-12,HEAD,2296.942
24/12/1987,CL-12,HEAD,2296.972
07/01/1988,CL-12,HEAD,2296.912
14/01/1988,CL-12,HEAD,2296.932
21/01/1988,CL-12,HEAD,2297.022
28/01/1988,CL-12,HEAD,2296.892
04/02/1988,CL-12,HEAD,2296.902
11/02/1988,CL-12,HEAD,2296.902
18/02/1988,CL-12,HEAD,2296.912
25/02/1988,CL-12,HEAD,2296.902
03/03/1988,CL-12,HEAD,2296.882
10/03/1988,CL-12,HEAD,2296.822
17/03/1988,CL-12,HEAD,2296.802
24/03/1988,CL-12,HEAD,2296.712
31/03/1988,CL-12,HEAD,2296.802
07/04/1988,CL-12,HEAD,2296.792
14/04/1988,CL-12,HEAD,2296.802
21/04/1988,CL-12,HEAD,2297.622
28/04/1988,CL-12,HEAD,2296.992
05/05/1988,CL-12,HEAD,2297.662
12/05/1988,CL-12,HEAD,2297.842
19/05/1988,CL-12,HEAD,2297.962
26/05/1988,CL-12,HEAD,2297.192
02/06/1988,CL-12,HEAD,2298.052
09/06/1988,CL-12,HEAD,2297.082
23/06/1988,CL-12,HEAD,2296.762
07/07/1988,CL-12,HEAD,2297.992
14/07/1988,CL-12,HEAD,2297.942
21/07/1988,CL-12,HEAD,2298.122
28/07/1988,CL-12,HEAD,2297.182
04/08/1988,CL-12,HEAD,2298.232
11/08/1988,CL-12,HEAD,2298.302
25/08/1988,CL-12,HEAD,2297.782
01/09/1988,CL-12,HEAD,2297.422
08/09/1988,CL-12,HEAD,2297.242
15/09/1988,CL-12,HEAD,2297.172
22/09/1988,CL-12,HEAD,2297.092
29/09/1988,CL-12,HEAD,2297.062
06/10/1988,CL-12,HEAD,2296.992
20/10/1988,CL-12,HEAD,2297.052
27/10/1988,CL-12,HEAD,2297.062
03/11/1988,CL-12,HEAD,2296.892
10/11/1988,CL-12,HEAD,2296.972
17/11/1988,CL-12,HEAD,2296.842
24/11/1988,CL-12,HEAD,2296.842
01/12/1988,CL-12,HEAD,2296.842
08/12/1988,CL-12,HEAD,2296.892
15/12/1988,CL-12,HEAD,2296.822
22/12/1988,CL-12,HEAD,2296.822
29/12/1988,CL-12,HEAD,2296.812
05/01/1989,CL-12,HEAD,2296.882
12/01/1989,CL-12,HEAD,2296.772
19/01/1989,CL-12,HEAD,2296.782
26/01/1989,CL-12,HEAD,2296.772
02/02/1989,CL-12,HEAD,2296.732
09/02/1989,CL-12,HEAD,2296.682
16/02/1989,CL-12,HEAD,2296.692
23/02/1989,CL-12,HEAD,2296.742
02/03/1989,CL-12,HEAD,2297.692
09/03/1989,CL-12,HEAD,2297.542
16/03/1989,CL-12,HEAD,2297.832
23/03/1989,CL-12,HEAD,2297.862
30/03/1989,CL-12,HEAD,2297.882
06/04/1989,CL-12,HEAD,2297.502
13/04/1989,CL-12,HEAD,2297.962
20/04/1989,CL-12,HEAD,2297.962
27/04/1989,CL-12,HEAD,2297.982
04/05/1989,CL-12,HEAD,2297.502
11/05/1989,CL-12,HEAD,2297.562
18/05/1989,CL-12,HEAD,2297.582
25/05/1989,CL-12,HEAD,2297.582
01/06/1989,CL-12,HEAD,2298.002
08/06/1989,CL-12,HEAD,2298.022
15/06/1989,CL-12,HEAD,2298.002
22/06/1989,CL-12,HEAD,2298.062
28/06/1989,CL-12,HEAD,2297.812
06/07/1989,CL-12,HEAD,2298.112
13/07/1989,CL-12,HEAD,2298.142
20/07/1989,CL-12,HEAD,2298.172
27/07/1989,CL-12,HEAD,2298.202
24/08/1989,CL-12,HEAD,2298.332
28/09/1989,CL-12,HEAD,2298.282
27/10/1989,CL-12,HEAD,2298.392
30/11/1989,CL-12,HEAD,2298.422
21/12/1989,CL-12,HEAD,2298.492
25/01/1990,CL-12,HEAD,2298.502
22/02/1990,CL-12,HEAD,2298.502
29/03/1990,CL-12,HEAD,2298.462
31/05/1990,CL-12,HEAD,2298.522
28/06/1990,CL-12,HEAD,2298.482
26/07/1990,CL-12,HEAD,2298.632
30/08/1990,CL-12,HEAD,2298.692
27/09/1990,CL-12,HEAD,2298.622
25/10/1990,CL-12,HEAD,2297.692
30/11/1990,CL-12,HEAD,2297.112
13/12/1990,CL-12,HEAD,2296.962
31/01/1991,CL-12,HEAD,2296.892
28/02/1991,CL-12,HEAD,2297.162
28/03/1991,CL-12,HEAD,2297.972
25/04/1991,CL-12,HEAD,2298.242
23/05/1991,CL-12,HEAD,2298.482
20/06/1991,CL-12,HEAD,2298.262
25/07/1991,CL-12,HEAD,2298.292
23/08/1991,CL-12,HEAD,2298.412
26/09/1991,CL-12,HEAD,2298.482
24/10/1991,CL-12,HEAD,2298.262
21/11/1991,CL-12,HEAD,2298.112
19/12/1991,CL-12,HEAD,2298.112
30/01/1992,CL-12,HEAD,2298.122
23/02/1992,CL-12,HEAD,2298.342
19/03/1992,CL-12,HEAD,2298.382
16/04/1992,CL-12,HEAD,2298.482
21/05/1992,CL-12,HEAD,2298.492
23/06/1992,CL-12,HEAD,2298.532
23/07/1992,CL-12,HEAD,2298.542
27/08/1992,CL-12,HEAD,2298.612
24/09/1992,CL-12,HEAD,2298.592
22/10/1992,CL-12,HEAD,2298.522
19/11/1992,CL-12,HEAD,2297.942
17/12/1992,CL-12,HEAD,2298.292
28/01/1993,CL-12,HEAD,2298.162
26/02/1993,CL-12,HEAD,2298.182
25/03/1993,CL-12,HEAD,2298.202
15/04/1993,CL-12,HEAD,2298.082
19/05/1993,CL-12,HEAD,2298.212
17/06/1993,CL-12,HEAD,2298.302
23/07/1993,CL-12,HEAD,2298.322
05/08/1993,CL-12,HEAD,2298.272
26/09/1993,CL-12,HEAD,2298.272
21/10/1993,CL-12,HEAD,2298.262
09/11/1993,CL-12,HEAD,2296.972
04/12/1993,CL-12,HEAD,2296.752
20/01/1994,CL-12,HEAD,2297.732
25/02/1994,CL-12,HEAD,2297.812
26/03/1994,CL-12,HEAD,2297.892
23/04/1994,CL-12,HEAD,2297.922
25/05/1994,CL-12,HEAD,2297.982
30/06/1994,CL-12,HEAD,2297.132
10/07/1994,CL-12,HEAD,2298.142
31/08/1994,CL-12,HEAD,2296.512
28/09/1994,CL-12,HEAD,2296.472
27/10/1994,CL-12,HEAD,2296.952
17/11/1994,CL-12,HEAD,2296.312
15/12/1994,CL-12,HEAD,2296.812
26/01/1995,CL-12,HEAD,2297.342
01/03/1995,CL-12,HEAD,2297.722
23/03/1995,CL-12,HEAD,2298.132
26/04/1995,CL-12,HEAD,2298.132
25/05/1995,CL-12,HEAD,2298.372
21/06/1995,CL-12,HEAD,2298.432
20/07/1995,CL-12,HEAD,2298.462
25/08/1995,CL-12,HEAD,2298.552
14/09/1995,CL-12,HEAD,2298.582
18/10/1995,CL-12,HEAD,2298.632
10/11/1995,CL-12,HEAD,2298.692
14/12/1995,CL-12,HEAD,2298.682
28/02/1996,CL-12,HEAD,2298.702
21/03/1996,CL-12,HEAD,2298.712
18/04/1996,CL-12,HEAD,2298.692
30/05/1996,CL-12,HEAD,2298.642
20/06/1996,CL-12,HEAD,2298.642
25/07/1996,CL-12,HEAD,2298.662
22/08/1996,CL-12,HEAD,2298.682
11/09/1996,CL-12,HEAD,2298.672
22/10/1996,CL-12,HEAD,2298.732
30/11/1996,CL-12,HEAD,2298.752
31/12/1996,CL-12,HEAD,2298.742
20/01/1997,CL-12,HEAD,2298.742
27/02/1997,CL-12,HEAD,2298.752
22/03/1997,CL-12,HEAD,2299.492
21/04/1997,CL-12,HEAD,2299.442
14/05/1997,CL-12,HEAD,2299.402
04/06/1997,CL-12,HEAD,2299.442
17/07/1997,CL-12,HEAD,2299.302
02/08/1997,CL-12,HEAD,2299.332
06/09/1997,CL-12,HEAD,2299.272
29/12/1997,CL-12,HEAD,2299.052
29/01/1998,CL-12,HEAD,2298.882
02/02/1998,CL-12,HEAD,2298.802
25/03/1998,CL-12,HEAD,2298.722
03/04/1998,CL-12,HEAD,2298.672
21/05/1998,CL-12,HEAD,2298.612
14/06/1998,CL-12,HEAD,2298.502
27/07/1998,CL-12,HEAD,2298.652
29/08/1998,CL-12,HEAD,2298.702
30/09/1998,CL-12,HEAD,2298.592
22/10/1998,CL-12,HEAD,2298.472
11/12/1998,CL-12,HEAD,2298.282
15/01/1999,CL-12,HEAD,2298.162
24/02/1999,CL-12,HEAD,2298.102
24/03/1999,CL-12,HEAD,2298.142
29/04/1999,CL-12,HEAD,2298.102
13/05/1999,CL-12,HEAD,2298.172
26/06/1999,CL-12,HEAD,2298.192
20/07/1999,CL-12,HEAD,2298.252
28/08/1999,CL-12,HEAD,2298.322
28/01/2001,CL-12,HEAD,2297.982
24/02/2001,CL-12,HEAD,2298.042
21/03/2001,CL-12,HEAD,2299.482
25/04/2001,CL-12,HEAD,2299.392
22/05/2001,CL-12,HEAD,2299.362
21/06/2001,CL-12,HEAD,2299.332
24/07/2001,CL-12,HEAD,2299.292
28/08/2001,CL-12,HEAD,2299.202
30/09/2001,CL-12,HEAD,2299.142
29/10/2001,CL-12,HEAD,2298.952
27/11/2001,CL-12,HEAD,2298.832
27/12/2001,CL-12,HEAD,2298.702
27/01/2002,CL-12,HEAD,2298.642
28/02/2002,CL-12,HEAD,2298.612
27/03/2002,CL-12,HEAD,2298.762
29/04/2002,CL-12,HEAD,2298.862
27/05/2002,CL-12,HEAD,2298.902
25/06/2002,CL-12,HEAD,2298.882
23/07/2002,CL-12,HEAD,2298.902
24/08/2002,CL-12,HEAD,2298.882
25/09/2002,CL-12,HEAD,2298.722
24/10/2002,CL-12,HEAD,2298.622
26/11/2002,CL-12,HEAD,2298.542
26/12/2002,CL-12,HEAD,2298.492
26/01/2003,CL-12,HEAD,2298.592
26/02/2003,CL-12,HEAD,2298.682
27/03/2003,CL-12,HEAD,2298.632
24/04/2003,CL-12,HEAD,2298.682
24/05/2003,CL-12,HEAD,2298.682
24/06/2003,CL-12,HEAD,2298.682
24/07/2003,CL-12,HEAD,2298.642
25/08/2003,CL-12,HEAD,2298.662
24/09/2003,CL-12,HEAD,2298.562
23/10/2003,CL-12,HEAD,2298.412
26/11/2003,CL-12,HEAD,2298.282
25/12/2003,CL-12,HEAD,2298.252
26/01/2004,CL-12,HEAD,2298.272
26/02/2004,CL-12,HEAD,2298.332
26/03/2004,CL-12,HEAD,2298.472
24/04/2004,CL-12,HEAD,2298.562
26/05/2004,CL-12,HEAD,2298.652
22/06/2004,CL-12,HEAD,2298.512
27/07/2004,CL-12,HEAD,2298.422
25/08/2004,CL-12,HEAD,2298.322
25/09/2004,CL-12,HEAD,2298.222
25/10/2004,CL-12,HEAD,2298.172
25/11/2004,CL-12,HEAD,2298.172
27/12/2004,CL-12,HEAD,2298.252
26/01/2005,CL-12,HEAD,2298.202
28/02/2005,CL-12,HEAD,2297.922
24/03/2005,CL-12,HEAD,2297.842
30/04/2005,CL-12,HEAD,2297.762
25/05/2005,CL-12,HEAD,2297.722
22/06/2005,CL-12,HEAD,2297.702
27/07/2005,CL-12,HEAD,2297.882
30/08/2005,CL-12,HEAD,2297.682
25/09/2005,CL-12,HEAD,2297.622
26/10/2005,CL-12,HEAD,2297.592
24/11/2005,CL-12,HEAD,2297.612
27/12/2005,CL-12,HEAD,2297.652
26/01/2006,CL-12,HEAD,2297.712
28/02/2006,CL-12,HEAD,2297.732
20/03/2006,CL-12,HEAD,2297.752
26/04/2006,CL-12,HEAD,2297.792
24/05/2006,CL-12,HEAD,2297.882
28/06/2006,CL-12,HEAD,2297.892
26/07/2006,CL-12,HEAD,2297.862
29/08/2006,CL-12,HEAD,2297.932
30/09/2006,CL-12,HEAD,2297.962
30/10/2006,CL-12,HEAD,2297.842
30/11/2006,CL-12,HEAD,2297.662
27/12/2006,CL-12,HEAD,2297.592
26/01/2007,CL-12,HEAD,2297.522
27/02/2007,CL-12,HEAD,2297.502
29/03/2007,CL-12,HEAD,2297.552
25/04/2007,CL-12,HEAD,2297.592
29/05/2007,CL-12,HEAD,2297.712
28/06/2007,CL-12,HEAD,2297.752
30/07/2007,CL-12,HEAD,2297.762
24/08/2007,CL-12,HEAD,2297.752
26/09/2007,CL-12,HEAD,2297.642
23/10/2007,CL-12,HEAD,2297.562
29/11/2007,CL-12,HEAD,2297.442
27/12/2007,CL-12,HEAD,2297.402
02/01/2008,CL-12,HEAD,2297.432
29/02/2008,CL-12,HEAD,2297.302
26/03/2008,CL-12,HEAD,2297.372
29/04/2008,CL-12,HEAD,2297.412
28/05/2008,CL-12,HEAD,2297.552
30/06/2008,CL-12,HEAD,2297.572
29/07/2008,CL-12,HEAD,2297.652
21/08/2008,CL-12,HEAD,2297.712
30/09/2008,CL-12,HEAD,2297.632
31/10/2008,CL-12,HEAD,2297.582
30/11/2008,CL-12,HEAD,2297.512
29/12/2008,CL-12,HEAD,2297.452
29/01/2009,CL-12,HEAD,2297.522
27/02/2009,CL-12,HEAD,2297.542
30/03/2009,CL-12,HEAD,2297.582
30/04/2009,CL-12,HEAD,2297.552
28/05/2009,CL-12,HEAD,2297.562
24/06/2009,CL-12,HEAD,2297.522
28/07/2009,CL-12,HEAD,2297.632
26/08/2009,CL-12,HEAD,2297.522
30/09/2009,CL-12,HEAD,2297.472
27/10/2009,CL-12,HEAD,2297.462
24/11/2009,CL-12,HEAD,2297.472
30/12/2009,CL-12,HEAD,2297.462
31/01/2010,CL-12,HEAD,2297.482
28/02/2010,CL-12,HEAD,2297.482
30/03/2010,CL-12,HEAD,2297.512
30/04/2010,CL-12,HEAD,2297.512
31/05/2010,CL-12,HEAD,2297.492
30/06/2010,CL-12,HEAD,2297.522
27/07/2010,CL-12,HEAD,2297.462
31/08/2010,CL-12,HEAD,2297.472
30/09/2010,CL-12,HEAD,2297.462
31/10/2010,CL-12,HEAD,2297.622
30/11/2010,CL-12,HEAD,2297.642
29/12/2010,CL-12,HEAD,2297.702
29/01/2011,CL-12,HEAD,2297.622
27/02/2011,CL-12,HEAD,2297.642
