Fecha,Pozo L10-14
31/10/2022,2.63
31/10/2022,2.63
12/11/2022,2.628
28/11/2022,2.629
28/11/2022,2.628
11/12/2022,2.632
30/12/2022,2.638
30/12/2022,2.637
13/01/2023,2.639
28/01/2023,2.643
28/01/2023,2.643
09/02/2023,2.575
20/02/2023,2.524
20/02/2023,2.523
25/02/2023,2.525
14/03/2023,2.534
15/03/2023,2.522
30/03/2023,2.514
30/03/2023,2.514
31/03/2023,2.515
30/04/2023,
14/05/2023,2.553
28/05/2023,2.586
28/05/2023,2.587
11/06/2023,2.593
24/06/2023,2.623
24/06/2023,2.623
08/07/2023,2.631
25/07/2023,2.645
27/08/2023,2.664
10/09/2023,2.669
06/10/2023,2.676
11/11/2023,2.686
11/12/2023,2.689
07/01/2024,2.7
10/02/2024,2.709
24/02/2024,2.716
24/02/2024,2.713
09/03/2024,2.72
23/03/2024,2.724
23/03/2024,2.721
13/04/2024,2.728
27/04/2024,2.738
27/04/2024,2.737
11/05/2024,2.742
25/05/2024,2.748
07/06/2024,2.753
23/06/2024,2.763
10/07/2024,2.762
27/07/2024,2.79
09/08/2024,2.784
19/08/2024,2.79
19/08/2024,2.791
12/09/2024,2.8
26/09/2024,2.8
26/09/2024,2.8
24/10/2024,2.804
08/11/2024,2.813
28/11/2024,2.814
06/12/2024,2.808
